id,price
0,3407.948
1,4735.6864000000005
2,6018.8855
3,3343.205
4,4015.4529166666666
5,4290.173
6,4503.4396
7,3256.384
8,5042.6716
9,6059.392
10,4696.15385
11,2289.201
12,4077.568
13,4052.291
14,3736.415
15,2130.332
16,4015.4529166666666
17,3343.205
18,4290.173
19,2318.013
20,4137.746
21,4735.6864000000005
22,4307.86
23,2289.201
24,15255.124
25,4015.4529166666666
26,2204.984
27,2130.332
28,4015.4529166666666
29,2174.06
30,6134.9455714285705
31,2289.201
32,4307.86
33,2313.429
34,2263.2166
35,4123.12
36,5933.041
37,3343.205
38,4123.12
39,2313.429
40,2076.187
41,4739.397400000001
42,2318.013
43,4077.521
44,5913.386
45,4137.746
46,2217.313
47,2289.201
48,4077.568
49,3407.086
50,2232.204
51,4290.173
52,4123.12
53,4739.397400000001
54,4739.397400000001
55,4052.141
56,6066.153
57,4077.568
58,4290.173
59,4052.296
60,4064.779
61,2076.187
62,4290.173
63,2318.013
64,6006.8965
65,15255.124
66,2204.984
67,15255.124
68,4290.173
69,4751.852849999999
70,2252.973
71,2318.013
72,2174.06
73,3975.039
74,4307.86
75,4056.5495833333334
76,4735.6864000000005
77,6007.4655
78,4123.12
79,4290.173
80,6007.4655
81,4052.296
82,6134.9455714285705
83,4290.173
84,2232.204
85,6007.4655
86,2232.204
87,6646.0388
88,6018.8855
89,6784.1668
90,5042.6716
91,2174.06
92,2232.204
93,2318.013
94,13882.861
95,2076.187
96,6006.8965
97,15338.577
98,6149.033871428572
99,2289.201
100,4183.007
101,2289.201
102,2232.204
103,2263.2166
104,4015.4529166666666
105,4056.5495833333334
106,2015.441
107,2313.429
108,3975.039
109,2318.013
110,2289.201
111,1979.851
112,4137.746
113,4015.4529166666666
114,4055.076
115,4561.134599999999
116,4290.173
117,10532.826
118,2263.2166
119,14601.664
120,4015.4529166666666
121,4015.4529166666666
122,2015.441
123,2215.1036
124,2289.201
125,4077.521
126,4077.568
127,5830.901
128,4307.86
129,4696.15385
130,4739.397400000001
131,4307.86
132,4503.4396
133,2204.984
134,4307.86
135,1979.851
136,2252.973
137,4307.86
138,2289.201
139,4290.173
140,2229.013
141,2174.06
142,3378.907
143,3343.205
144,2318.013
145,5844.476
146,13454.636
147,4510.1096
148,3736.415
149,4137.746
150,4015.712
151,4077.568
152,6134.9455714285705
153,3378.907
154,2229.013
155,14601.664
156,4739.397400000001
157,4137.746
158,4290.173
159,2204.984
160,6077.089833333333
161,5830.901
162,2252.973
163,2215.1036
164,4503.4396
165,4290.173
166,4123.12
167,3263.693
168,4123.12
169,13440.687
170,2252.973
171,4015.4529166666666
172,5042.6716
173,4056.5495833333334
174,4290.173
175,4052.141
176,4290.173
177,4137.746
178,4137.746
179,4015.712
180,3343.205
181,4142.288
182,2318.013
183,4056.5495833333334
184,2318.013
185,4307.86
186,2174.06
187,2217.313
188,2076.187
189,4063.348
190,4063.348
191,2252.973
192,2235.349
193,4307.86
194,3569.622
195,4137.746
196,2318.013
197,6077.089833333333
198,2313.429
199,5455.400799999999
200,5946.432
201,4751.852849999999
202,2289.201
203,1979.851
204,4307.86
205,4696.15385
206,2318.013
207,4123.12
208,2318.013
209,6059.392
210,4137.746
211,4719.6944
212,6007.4655
213,2289.201
214,4077.568
215,2289.201
216,4110.996
217,4137.746
218,1979.851
219,4110.996
220,4307.86
221,4077.521
222,4739.397400000001
223,2215.45
224,1979.851
225,4290.173
226,3343.205
227,4137.746
228,5913.386
229,4052.296
230,4290.173
231,4052.291
232,2232.204
233,4015.4529166666666
234,2232.204
235,5933.041
236,2174.06
237,1979.851
238,4290.173
239,4290.173
240,5845.473
241,2204.984
242,15255.124
243,4290.173
244,2318.013
245,2174.06
246,4123.12
247,4912.6946
248,4788.674400000001
249,5054.5286
250,3263.693
251,2015.441
252,3403.454
253,5042.6716
254,4307.86
255,1979.851
256,2318.013
257,4137.746
258,2232.204
259,6006.8965
260,4751.852849999999
261,4307.86
262,4064.779
263,3403.454
264,2318.013
265,4053.515
266,13170.175
267,4052.291
268,1979.851
269,4503.4396
270,4290.173
271,2204.984
272,5054.5286
273,4307.86
274,2318.013
275,2313.429
276,4290.173
277,2204.984
278,6018.8855
279,6018.8855
280,4053.515
281,4110.996
282,4307.86
283,5933.041
284,4788.674400000001
285,6134.9455714285705
286,4735.6864000000005
287,6628.8138
288,4077.568
289,4739.397400000001
290,2076.187
291,6006.8965
292,13170.175
293,2313.429
294,4696.15385
295,4052.291
296,4137.746
297,2263.2166
298,2252.973
299,5455.400799999999
300,4510.1096
301,1979.855
302,3407.948
303,4015.712
304,4307.86
305,6044.489
306,2174.06
307,2313.429
308,4015.4529166666666
309,4123.12
310,4056.5495833333334
311,2289.201
312,6007.4655
313,4290.173
314,4123.12
315,6644.1348
316,2217.313
317,4052.291
318,2252.973
319,4735.6864000000005
320,4290.173
321,2229.013
322,2313.429
323,2076.187
324,1979.855
325,4999.0286
326,4015.4529166666666
327,4053.515
328,4510.1096
329,2289.201
330,14453.013
331,4123.12
332,2229.013
333,5933.041
334,4123.12
335,4052.141
336,15255.124
337,2313.429
338,2229.013
339,4739.397400000001
340,2318.013
341,4064.779
342,2215.1036
343,4290.173
344,4696.15385
345,4077.568
346,2318.013
347,4137.746
348,4290.173
349,2313.429
350,4123.12
351,2263.2166
352,4503.4396
353,4052.141
354,2252.973
355,4056.5495833333334
356,2313.429
357,6007.4655
358,4015.4529166666666
359,2076.187
360,2174.06
361,4510.1096
362,2289.201
363,6646.0388
364,4015.712
365,2175.231
366,2289.201
367,3343.205
368,4015.4529166666666
369,2289.201
370,2318.013
371,2281.5096000000003
372,6516.412133333333
373,2289.201
374,2078.355
375,2174.06
376,2313.429
377,4290.173
378,4076.751
379,2289.201
380,4290.173
381,2076.187
382,2289.201
383,5936.247
384,4015.4529166666666
385,2174.06
386,15267.146
387,4739.397400000001
388,2313.429
389,2215.45
390,4137.746
391,2232.204
392,4718.9073499999995
393,2318.013
394,4055.076
395,4914.879599999999
396,2289.201
